,City,Latitude,Longitude,Max Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Country,Date
311,tres barras,-26.11,-50.32,55.77800000000006,94.0,0.0,1.3,BR,06/24/2020
312,almaznyy,48.04,40.05,55.4,93.0,8.0,2.0,RU,06/24/2020
313,antonina,-25.43,-48.71,60.998000000000026,72.0,0.0,2.6,BR,06/24/2020
315,urengoy,65.97,78.37,61.93399999999999,50.0,62.0,3.71,RU,06/24/2020
316,narsaq,60.92,-46.05,42.8,87.0,100.0,1.36,GL,06/24/2020
317,aklavik,68.22,-135.01,53.6,46.0,90.0,3.6,CA,06/24/2020
318,caravelas,-17.71,-39.25,70.61000000000008,88.0,71.0,1.89,BR,06/24/2020
319,tarrafal,15.28,-23.77,77.0,78.0,20.0,6.2,CV,06/24/2020
320,klamath falls,42.22,-121.78,80.6,28.0,1.0,8.7,US,06/24/2020
321,itarema,-2.92,-39.92,76.69400000000007,87.0,89.0,5.73,BR,06/24/2020
322,nuevo progreso,23.17,-97.95,78.99800000000002,67.0,100.0,3.85,MX,06/24/2020
323,bristol,41.83,-71.17,75.99199999999999,77.0,64.0,2.47,US,06/24/2020
324,bang ban,14.37,100.49,89.99600000000005,77.0,100.0,1.79,TH,06/24/2020
325,boden,65.83,21.69,60.8,67.0,60.0,1.0,SE,06/24/2020
326,shiraz,29.6,52.54,69.8,35.0,0.0,2.72,IR,06/24/2020
327,quimper,48.0,-4.1,64.4,93.0,24.0,2.1,FR,06/24/2020
328,altamira,-3.2,-52.21,73.41800000000009,83.0,60.0,0.73,BR,06/24/2020
329,hihya,30.67,31.59,71.6,73.0,20.0,5.1,EG,06/24/2020
330,lata,40.16,-8.33,64.99400000000007,96.0,97.0,0.89,PT,06/24/2020
332,san cristobal,7.77,-72.22,65.26400000000004,71.0,100.0,0.79,VE,06/24/2020
333,meadow lake,34.8,-106.54,89.6,16.0,1.0,6.2,US,06/24/2020
334,cayenne,4.93,-52.33,77.0,100.0,75.0,2.1,GF,06/24/2020
335,yelizovo,53.19,158.38,78.8,41.0,2.0,3.0,RU,06/24/2020
336,road town,18.42,-64.62,82.99400000000007,84.0,31.0,7.15,VG,06/24/2020
337,grand gaube,-20.01,57.66,69.99800000000002,86.0,8.0,3.13,MU,06/24/2020
338,amapa,1.0,-52.0,71.97800000000007,98.0,37.0,0.68,BR,06/24/2020
339,chanika,-5.42,38.02,61.17800000000007,98.0,29.0,1.12,TZ,06/24/2020
340,sarangani,5.4,125.46,84.05600000000003,69.0,100.0,1.58,PH,06/24/2020
341,soe,-9.86,124.28,73.97600000000008,73.0,97.0,3.52,ID,06/24/2020
342,itoman,26.12,127.67,86.0,88.0,75.0,6.7,JP,06/24/2020
344,acapulco,16.86,-99.89,84.2,70.0,90.0,4.6,MX,06/24/2020
345,srednekolymsk,67.45,153.68,80.79800000000003,30.0,0.0,2.97,RU,06/24/2020
346,kuytun,54.34,101.5,74.984,50.0,0.0,1.59,RU,06/24/2020
347,lithakia,37.72,20.83,68.0,93.0,0.0,1.13,GR,06/24/2020
349,osakarovka,50.56,72.57,63.806000000000026,47.0,93.0,5.15,KZ,06/24/2020
350,san,13.3,-4.9,84.434,58.0,13.0,5.83,ML,06/24/2020
351,kerman,30.28,57.08,64.4,17.0,0.0,2.1,IR,06/24/2020
352,carballo,43.21,-8.69,60.998000000000026,90.0,100.0,0.89,ES,06/24/2020
353,san andres,12.58,-81.7,84.2,79.0,40.0,7.2,CO,06/24/2020
354,northam,51.03,-4.22,66.00200000000008,75.0,1.0,2.24,GB,06/24/2020
355,tiarei,-17.53,-149.33,80.6,74.0,75.0,3.1,PF,06/24/2020
356,port elizabeth,-33.92,25.57,66.2,25.0,0.0,2.1,ZA,06/24/2020
357,tieli,46.95,128.05,67.67600000000009,67.0,30.0,1.5,CN,06/24/2020
358,takoradi,4.88,-1.76,77.19800000000002,89.0,88.0,3.79,GH,06/24/2020
359,kalabo,-14.97,22.68,48.86600000000001,69.0,0.0,2.52,ZM,06/24/2020
360,samarai,-10.62,150.67,79.68200000000002,83.0,38.0,7.73,PG,06/24/2020
361,trinidad,-14.83,-64.9,76.02800000000006,77.0,25.0,2.03,BO,06/24/2020
362,la ronge,55.1,-105.28,64.4,88.0,90.0,2.1,CA,06/24/2020
363,moura,38.14,-7.45,66.2,77.0,0.0,3.1,PT,06/24/2020
364,linhares,-19.39,-40.07,65.33600000000007,88.0,2.0,0.94,BR,06/24/2020
366,santa isabel,-23.32,-46.22,64.4,77.0,51.0,3.1,BR,06/24/2020
367,manicore,-5.81,-61.3,77.0,94.0,98.0,0.5,BR,06/24/2020
368,belyy,55.84,32.94,56.39000000000002,80.0,0.0,1.04,RU,06/24/2020
369,pangoa,-12.12,-73.0,68.61200000000005,91.0,39.0,0.94,PE,06/24/2020
370,pontes e lacerda,-15.23,-59.34,73.00400000000005,61.0,16.0,1.69,BR,06/24/2020
371,oussouye,12.48,-16.55,82.4,94.0,75.0,1.0,SN,06/24/2020
372,udachnyy,66.42,112.4,75.2,29.0,0.0,2.0,RU,06/24/2020
373,zarand,30.81,56.56,73.77800000000006,20.0,0.0,0.87,IR,06/24/2020
374,priargunsk,50.37,119.1,67.85600000000002,49.0,87.0,1.94,RU,06/24/2020
375,sragen,-7.43,111.02,77.0,88.0,98.0,1.95,ID,06/24/2020
376,labuhan,-6.88,112.21,80.36600000000001,75.0,99.0,3.11,ID,06/24/2020
377,dzhebariki-khaya,62.22,135.8,80.61800000000008,33.0,47.0,1.34,RU,06/24/2020
378,necochea,-38.55,-58.74,46.004000000000055,93.0,100.0,0.45,AR,06/24/2020
379,ponta do sol,32.67,-17.1,69.8,68.0,20.0,4.1,PT,06/24/2020
381,wanxian,30.8,108.39,86.57600000000009,64.0,0.0,1.58,CN,06/24/2020
382,wattegama,6.8,81.48,77.0,100.0,20.0,2.1,LK,06/24/2020
383,champaign,40.13,-88.2,71.00600000000003,68.0,1.0,2.6,US,06/24/2020
384,mbaiki,3.87,17.99,69.51200000000006,98.0,100.0,1.26,CF,06/24/2020
385,latung,5.5,120.88,83.80400000000006,73.0,100.0,3.1,PH,06/24/2020
386,vanavara,60.34,102.28,74.69600000000005,42.0,95.0,1.39,RU,06/24/2020
387,qarqin,37.42,66.04,86.95400000000005,18.0,0.0,2.99,AF,06/24/2020
388,hat yai,7.01,100.48,80.6,83.0,20.0,3.1,TH,06/24/2020
389,methoni,36.82,21.7,71.99600000000005,94.0,40.0,2.28,GR,06/24/2020
390,wapi pathum,15.85,103.38,86.0,79.0,100.0,3.1,TH,06/24/2020
391,college,64.86,-147.8,62.6,55.0,75.0,3.6,US,06/24/2020
392,sokur,55.21,83.32,60.8,77.0,52.0,2.0,RU,06/24/2020
393,seymour,38.96,-85.89,69.99800000000002,70.0,0.0,1.96,US,06/24/2020
394,guerrero negro,27.98,-114.06,65.66000000000008,81.0,0.0,7.93,MX,06/24/2020
395,westport,41.14,-73.36,78.8,41.0,1.0,3.6,US,06/24/2020
396,huarmey,-10.07,-78.15,61.898000000000025,85.0,65.0,3.46,PE,06/24/2020
397,san francisco,37.77,-122.42,69.99800000000002,63.0,20.0,10.8,US,06/24/2020
399,urumqi,43.8,87.6,82.4,23.0,75.0,1.0,CN,06/24/2020
400,gigmoto,13.78,124.39,87.42200000000004,66.0,100.0,2.91,PH,06/24/2020
401,umm lajj,25.02,37.27,78.87200000000004,64.0,0.0,3.67,SA,06/24/2020
402,moussoro,13.64,16.49,88.10600000000002,29.0,58.0,4.64,TD,06/24/2020
404,kununurra,-15.77,128.73,77.0,18.0,0.0,5.1,AU,06/24/2020
405,bambous virieux,-20.34,57.76,71.6,88.0,75.0,6.7,MU,06/24/2020
406,araouane,18.9,-3.53,92.82200000000003,8.0,0.0,2.61,ML,06/24/2020
407,boa vista,2.82,-60.67,78.8,83.0,75.0,1.5,BR,06/24/2020
408,bethel,41.37,-73.41,69.99800000000002,67.0,0.0,2.34,US,06/24/2020
409,ponta delgada,37.73,-25.67,60.8,77.0,40.0,3.6,PT,06/24/2020
410,chauk,20.88,94.82,86.41400000000003,65.0,94.0,6.01,MM,06/24/2020
411,abalak,58.13,68.59,50.360000000000085,93.0,99.0,3.66,RU,06/24/2020
412,maraa,-1.83,-65.37,73.76000000000008,90.0,17.0,0.47,BR,06/24/2020
413,bull savanna,17.89,-77.59,76.892,90.0,6.0,1.59,JM,06/24/2020
414,nikolskoye,59.7,30.79,60.8,67.0,57.0,3.0,RU,06/24/2020
415,mujiayingzi,42.12,118.78,64.14800000000002,80.0,100.0,1.86,CN,06/24/2020
416,tautira,-17.73,-149.15,80.6,74.0,75.0,3.1,PF,06/24/2020
417,aripuana,-9.17,-60.63,74.89400000000008,66.0,14.0,0.46,BR,06/24/2020
418,tecoanapa,16.52,-98.75,79.71800000000009,72.0,100.0,1.65,MX,06/24/2020
419,morrope,-6.54,-80.01,63.932000000000016,82.0,20.0,5.91,PE,06/24/2020
421,zalantun,48.0,122.72,65.31800000000008,62.0,100.0,6.36,CN,06/24/2020
422,belle fourche,44.67,-103.85,78.99800000000002,42.0,11.0,6.26,US,06/24/2020
423,ballina,-28.87,153.57,66.00200000000008,48.0,0.0,4.6,AU,06/24/2020
424,ugoofaaru,5.67,73.0,83.10200000000007,80.0,100.0,8.03,MV,06/24/2020
425,vostok,46.49,135.88,53.74400000000007,100.0,100.0,1.08,RU,06/24/2020
426,quesnel,53.0,-122.5,73.4,46.0,1.0,2.1,CA,06/24/2020
427,fairbanks,64.84,-147.72,62.6,51.0,75.0,1.5,US,06/24/2020
428,kauhajoki,62.43,22.18,57.992,93.0,0.0,0.5,FI,06/24/2020
429,porbandar,21.64,69.61,85.47800000000007,75.0,37.0,4.14,IN,06/24/2020
430,edeia,-17.34,-49.93,68.12600000000009,61.0,20.0,1.73,BR,06/24/2020
431,upata,8.01,-62.4,73.99400000000007,94.0,100.0,1.79,VE,06/24/2020
432,riyadh,24.69,46.72,82.4,15.0,0.0,4.6,SA,06/24/2020
434,cootamundra,-34.65,148.03,48.992,96.0,89.0,1.34,AU,06/24/2020
435,yellowknife,62.46,-114.35,57.2,87.0,75.0,2.1,CA,06/24/2020
437,treinta y tres,-33.23,-54.38,62.312000000000054,96.0,100.0,1.52,UY,06/24/2020
438,walvis bay,-22.96,14.51,62.6,43.0,0.0,2.6,NA,06/24/2020
439,katima mulilo,-17.5,24.27,41.0,80.0,0.0,0.5,NA,06/24/2020
440,damghan,36.17,54.35,78.15200000000007,18.0,0.0,0.26,IR,06/24/2020
441,leshukonskoye,64.9,45.76,43.57400000000001,84.0,100.0,2.8,RU,06/24/2020
442,khash,28.22,61.22,74.01200000000006,20.0,0.0,0.84,IR,06/24/2020
444,punta alta,-38.88,-62.07,45.53600000000007,70.0,50.0,3.56,AR,06/24/2020
445,san pedro de cajas,-11.25,-75.86,37.958000000000006,91.0,41.0,0.74,PE,06/24/2020
446,olafsvik,64.89,-23.71,46.291999999999994,91.0,25.0,4.93,IS,06/24/2020
447,salinopolis,-0.61,-47.36,79.25,84.0,92.0,4.72,BR,06/24/2020
448,komsomolskiy,40.43,71.72,71.6,40.0,0.0,3.1,UZ,06/24/2020
449,karpogory,64.0,44.45,43.34000000000002,83.0,9.0,2.48,RU,06/24/2020
450,ascope,-7.71,-79.11,63.14000000000002,77.0,36.0,1.6,PE,06/24/2020
452,reigate,51.24,-0.21,64.99400000000007,72.0,0.0,2.6,GB,06/24/2020
453,moose factory,51.26,-80.61,46.4,100.0,90.0,5.1,CA,06/24/2020
454,helsinki,60.17,24.94,66.00200000000008,63.0,0.0,4.1,FI,06/24/2020
455,sisimiut,66.94,-53.67,39.110000000000085,80.0,65.0,3.28,GL,06/24/2020
456,smolenka,52.14,113.5,64.4,72.0,40.0,3.0,RU,06/24/2020
457,yarmouth,41.71,-70.23,69.99800000000002,92.0,48.0,5.17,US,06/24/2020
458,sidi ali,36.1,0.42,71.42000000000006,72.0,0.0,2.61,DZ,06/24/2020
459,preobrazheniye,42.9,133.91,57.254000000000055,92.0,100.0,5.19,RU,06/24/2020
460,kirakira,-10.45,161.92,85.51400000000004,67.0,98.0,3.44,SB,06/24/2020
461,portland,45.52,-122.68,78.99800000000002,54.0,75.0,4.6,US,06/24/2020
462,erzurum,40.0,41.5,48.2,81.0,1.0,1.5,TR,06/24/2020
463,nishihara,26.18,127.76,86.0,88.0,75.0,6.7,JP,06/24/2020
464,tutoia,-2.76,-42.27,77.792,88.0,62.0,3.37,BR,06/24/2020
465,chenghai,23.46,116.77,87.8,70.0,40.0,3.0,CN,06/24/2020
466,rawson,-43.3,-65.1,40.80200000000008,61.0,97.0,2.18,AR,06/24/2020
467,alofi,-19.06,-169.92,78.8,78.0,75.0,3.1,NU,06/24/2020
468,linxia,35.6,103.21,70.484,35.0,44.0,1.71,CN,06/24/2020
469,torbay,47.67,-52.73,69.8,88.0,75.0,6.7,CA,06/24/2020
470,boquete,8.78,-82.43,65.066,97.0,100.0,1.34,PA,06/24/2020
471,alta floresta,-9.88,-56.09,74.33600000000007,66.0,33.0,0.98,BR,06/24/2020
472,baraboo,43.47,-89.74,66.00200000000008,88.0,75.0,2.42,US,06/24/2020
473,turukhansk,65.82,87.98,64.54400000000007,56.0,0.0,2.48,RU,06/24/2020
474,basoko,1.24,23.62,74.76800000000009,78.0,100.0,0.25,CD,06/24/2020
476,stephenville,32.22,-98.2,80.99600000000005,57.0,1.0,3.09,US,06/24/2020
478,anjozorobe,-18.4,47.87,60.8,87.0,75.0,3.6,MG,06/24/2020
479,laguna,38.42,-121.42,96.8,28.0,1.0,4.6,US,06/24/2020
480,tono,39.32,141.53,64.4,88.0,75.0,2.1,JP,06/24/2020
481,balkanabat,39.51,54.37,90.59000000000002,12.0,0.0,6.6,TM,06/24/2020
482,den helder,52.96,4.76,68.0,77.0,93.0,4.6,NL,06/24/2020
483,beoumi,7.67,-5.58,73.4,100.0,40.0,3.1,CI,06/24/2020
484,madera,37.17,-119.83,96.99800000000002,21.0,0.0,0.45,US,06/24/2020
485,mana,5.66,-53.78,77.88200000000002,87.0,72.0,2.64,GF,06/24/2020
486,strezhevoy,60.73,77.59,59.0,77.0,20.0,4.0,RU,06/24/2020
487,najran,17.49,44.13,75.2,16.0,9.0,2.47,SA,06/24/2020
488,kamuli,0.95,33.12,62.45600000000003,88.0,26.0,0.88,UG,06/24/2020
489,reyes,-14.32,-67.38,73.43600000000006,84.0,100.0,0.79,BO,06/24/2020
491,sambava,-14.27,50.17,69.49400000000007,80.0,1.0,4.47,MG,06/24/2020
492,shintomi,32.08,131.47,78.8,83.0,75.0,1.5,JP,06/24/2020
493,vanimo,-2.67,141.3,87.17000000000006,64.0,94.0,4.51,PG,06/24/2020
494,mufumbwe,-13.68,24.8,48.47000000000006,71.0,0.0,2.61,ZM,06/24/2020
495,sioux lookout,50.1,-91.92,75.2,29.0,20.0,3.1,CA,06/24/2020
496,hamilton,39.18,-84.53,69.99800000000002,82.0,1.0,1.87,US,06/24/2020
497,birao,10.28,22.79,71.74400000000007,91.0,100.0,2.92,CF,06/24/2020
498,lexington park,38.27,-76.45,75.99199999999999,64.0,20.0,3.1,US,06/24/2020
499,abadzekhskaya,44.39,40.22,61.57400000000001,87.0,80.0,1.6,RU,06/24/2020
500,berlevag,70.86,29.09,47.31800000000008,81.0,0.0,5.66,NO,06/24/2020
501,leh,34.17,77.58,54.662000000000056,40.0,4.0,2.81,IN,06/24/2020
502,puerto el triunfo,13.28,-88.55,78.8,83.0,20.0,2.6,SV,06/24/2020
503,buala,-8.14,159.59,86.01800000000009,64.0,54.0,3.43,SB,06/24/2020
504,camara de lobos,32.63,-16.97,69.8,73.0,20.0,3.1,PT,06/24/2020
505,pacifica,37.61,-122.49,69.00800000000001,63.0,20.0,10.8,US,06/24/2020
506,muzhi,65.37,64.67,44.63600000000007,80.0,100.0,6.47,RU,06/24/2020
507,otavi,-19.65,17.33,49.87400000000001,46.0,0.0,3.29,NA,06/24/2020
508,mandera,3.94,41.87,77.91800000000009,68.0,1.0,5.84,KE,06/24/2020
509,tocopilla,-22.09,-70.2,59.59400000000007,70.0,6.0,3.62,CL,06/24/2020
510,ouro fino,-22.28,-46.37,57.34400000000007,85.0,89.0,1.92,BR,06/24/2020
511,mount gambier,-37.83,140.77,51.8,93.0,40.0,4.6,AU,06/24/2020
512,guisijan,11.09,122.05,86.09000000000002,65.0,100.0,2.27,PH,06/24/2020
513,zamora,-4.07,-78.96,67.85600000000002,73.0,63.0,0.34,EC,06/24/2020
515,port shepstone,-30.74,30.45,60.51200000000006,34.0,0.0,3.24,ZA,06/24/2020
517,aparecida do taboado,-20.09,-51.09,70.52000000000007,62.0,100.0,3.14,BR,06/24/2020
518,creston,41.06,-94.36,73.4,49.0,1.0,0.53,US,06/24/2020
519,praya,14.92,-23.51,77.0,78.0,7.0,6.2,CV,06/24/2020
520,baijiantan,45.63,85.18,83.26400000000004,19.0,100.0,10.45,CN,06/24/2020
521,qingdao,36.1,120.37,78.99800000000002,78.0,75.0,4.0,CN,06/24/2020
522,mattru,7.62,-11.83,73.70600000000003,97.0,94.0,0.93,SL,06/24/2020
523,osorno,-40.57,-73.15,37.4,93.0,94.0,0.5,CL,06/24/2020
524,nakamura,32.98,132.93,73.94000000000003,94.0,100.0,0.88,JP,06/24/2020
525,okhotsk,59.38,143.3,49.11800000000009,81.0,94.0,4.38,RU,06/24/2020
526,clyde river,70.47,-68.59,39.2,86.0,1.0,4.1,CA,06/24/2020
527,paranaiba,-19.68,-51.19,69.29600000000005,64.0,40.0,2.57,BR,06/24/2020
528,tommot,58.96,126.29,76.96400000000003,39.0,55.0,1.25,RU,06/24/2020
529,zhanaozen,43.3,52.8,77.45,20.0,3.0,3.28,KZ,06/24/2020
530,pedasi,7.53,-80.03,80.56400000000004,82.0,100.0,2.44,PA,06/24/2020
532,waddan,29.16,16.14,71.83399999999999,51.0,0.0,4.65,LY,06/24/2020
533,marzuq,14.4,46.47,78.566,35.0,54.0,1.25,YE,06/24/2020
534,puerto colombia,10.99,-74.95,82.4,78.0,20.0,4.1,CO,06/24/2020
535,oyama,36.3,139.8,68.0,88.0,75.0,2.1,JP,06/24/2020
537,deep river,46.1,-77.5,60.998000000000026,59.0,90.0,3.1,CA,06/24/2020
538,christchurch,-43.53,172.63,50.0,93.0,96.0,6.2,NZ,06/24/2020
539,naze,28.37,129.48,84.2,89.0,75.0,4.6,JP,06/24/2020
540,half moon bay,37.46,-122.43,77.0,82.0,1.0,2.1,US,06/24/2020
541,ust-tsilma,65.44,52.15,42.76400000000003,94.0,100.0,3.03,RU,06/24/2020
542,alcacer do sal,38.37,-8.51,66.2,77.0,0.0,3.1,PT,06/24/2020
543,bac lieu,9.29,105.72,84.38000000000004,75.0,100.0,4.72,VN,06/24/2020
544,medea,36.26,2.75,71.6,94.0,40.0,2.1,DZ,06/24/2020
545,chicama,-7.84,-79.15,62.978000000000065,81.0,34.0,2.91,PE,06/24/2020
546,kalmunai,7.42,81.82,80.76200000000006,76.0,98.0,1.39,LK,06/24/2020
547,sulangan,11.14,123.72,84.434,75.0,100.0,3.09,PH,06/24/2020
548,boffa,10.17,-14.03,78.33200000000002,89.0,100.0,1.15,GN,06/24/2020
549,sangin,32.07,64.84,80.43800000000005,17.0,0.0,2.91,AF,06/24/2020
550,borodino,55.91,94.9,71.74400000000007,77.0,24.0,2.74,RU,06/24/2020
551,saint-francois,46.42,3.91,64.4,77.0,1.0,1.68,FR,06/24/2020
552,rafai,4.95,23.92,69.98000000000005,97.0,100.0,1.11,CF,06/24/2020
553,raha,26.23,92.52,82.81400000000004,83.0,78.0,1.81,IN,06/24/2020
554,melfort,52.87,-104.62,66.2,93.0,90.0,4.6,CA,06/24/2020
555,saravena,6.95,-71.88,72.57200000000003,72.0,88.0,1.68,CO,06/24/2020
556,ostrovnoy,68.05,39.51,45.53600000000007,76.0,95.0,2.67,RU,06/24/2020
557,jieshi,22.81,115.83,85.15400000000005,79.0,94.0,6.98,CN,06/24/2020
558,sechura,-5.56,-80.82,66.092,77.0,0.0,5.98,PE,06/24/2020
559,tenenkou,14.46,-4.92,92.984,32.0,17.0,4.42,ML,06/24/2020
560,hovd,48.01,91.64,71.2760000000001,26.0,100.0,2.15,MN,06/24/2020
561,zvishavane,-20.33,30.07,53.492,83.0,98.0,0.8,ZW,06/24/2020
562,tateyama,34.98,139.87,69.99800000000002,100.0,75.0,2.1,JP,06/24/2020
563,padang,-0.95,100.35,85.13600000000007,52.0,15.0,0.2,ID,06/24/2020
564,havre-saint-pierre,50.23,-63.6,69.8,77.0,1.0,4.1,CA,06/24/2020
565,mahon,39.89,4.27,68.0,94.0,0.0,2.1,ES,06/24/2020
566,kudahuvadhoo,2.67,72.89,83.31800000000008,78.0,3.0,6.18,MV,06/24/2020
568,kosonsoy,41.26,71.55,73.4,35.0,0.0,4.1,UZ,06/24/2020
569,north platte,41.12,-100.77,80.99600000000005,57.0,1.0,6.2,US,06/24/2020
570,kathu,7.92,98.33,80.6,83.0,40.0,1.0,TH,06/24/2020
571,waspan,14.74,-83.97,75.65,89.0,51.0,1.43,NI,06/24/2020
572,tallahassee,30.44,-84.28,78.8,83.0,90.0,1.5,US,06/24/2020
573,salacgriva,57.75,24.36,60.008,83.0,0.0,0.67,LV,06/24/2020
574,hervey bay,-25.3,152.85,64.99400000000007,54.0,0.0,2.68,AU,06/24/2020
575,grado,43.39,-6.07,62.99600000000005,93.0,90.0,5.7,ES,06/24/2020
576,mahajanga,-15.72,46.32,69.8,94.0,10.0,2.1,MG,06/24/2020
578,stromness,58.97,-3.3,51.998000000000026,93.0,100.0,1.0,GB,06/24/2020
579,ostersund,63.18,14.64,64.4,77.0,38.0,4.1,SE,06/24/2020
580,mount pleasant,32.79,-79.86,73.99400000000007,100.0,90.0,3.67,US,06/24/2020
582,bowen,-20.02,148.23,73.99400000000007,35.0,0.0,4.1,AU,06/24/2020
583,arinos,-15.92,-46.11,67.62200000000004,68.0,26.0,0.71,BR,06/24/2020
584,aneho,6.23,1.6,80.6,83.0,20.0,4.1,TG,06/24/2020
585,birjand,32.87,59.22,66.2,20.0,0.0,3.1,IR,06/24/2020
586,port hawkesbury,45.62,-61.35,66.2,88.0,75.0,3.1,CA,06/24/2020
587,waycross,31.21,-82.35,75.2,83.0,1.0,1.47,US,06/24/2020
588,ust-ilimsk,58.0,102.66,78.15200000000007,35.0,21.0,1.78,RU,06/24/2020
589,mackay,-21.15,149.2,69.99800000000002,46.0,0.0,2.6,AU,06/24/2020
590,aldan,58.6,125.39,71.51000000000008,39.0,5.0,4.34,RU,06/24/2020
591,alice springs,-23.7,133.88,57.2,35.0,0.0,3.1,AU,06/24/2020
592,krasnoselkup,65.7,82.47,62.096000000000046,49.0,0.0,1.36,RU,06/24/2020
593,ratnagiri,16.98,73.3,81.14000000000001,85.0,13.0,2.91,IN,06/24/2020
594,sorland,67.67,12.69,54.91400000000003,93.0,100.0,11.01,NO,06/24/2020
595,fantino,19.12,-70.3,75.308,90.0,91.0,0.31,DO,06/24/2020
596,viransehir,37.24,39.76,79.592,26.0,0.0,5.0,TR,06/24/2020
597,gleisdorf,47.11,15.71,57.00200000000008,13.0,100.0,1.76,AT,06/24/2020
598,cabo rojo,18.09,-67.15,80.99600000000005,90.0,6.0,4.51,PR,06/24/2020
599,aden,12.78,45.04,85.766,82.0,17.0,4.33,YE,06/24/2020
600,catamarca,-28.47,-65.79,50.0,99.0,74.0,0.45,AR,06/24/2020
601,yar-sale,66.83,70.83,51.65600000000003,60.0,94.0,4.03,RU,06/24/2020
602,morondava,-20.28,44.28,69.99800000000002,91.0,0.0,4.94,MG,06/24/2020
603,mwene-ditu,-7.0,23.45,65.71400000000003,50.0,2.0,2.21,CD,06/24/2020
604,kavali,14.92,79.98,87.15200000000007,63.0,100.0,2.24,IN,06/24/2020
605,mayskiy,47.69,40.1,55.4,93.0,4.0,2.0,RU,06/24/2020
606,ravar,31.27,56.81,75.38000000000004,19.0,0.0,0.49,IR,06/24/2020
607,tarko-sale,64.92,77.78,61.88000000000004,53.0,57.0,5.68,RU,06/24/2020
608,saint-louis,16.33,-15.0,85.26200000000006,42.0,72.0,2.68,SN,06/24/2020
609,kieta,-6.22,155.63,86.05400000000006,57.0,0.0,3.17,PG,06/24/2020
610,rio grande,-32.03,-52.1,62.99600000000005,96.0,84.0,4.24,BR,06/24/2020
611,orbetello,42.44,11.22,60.8,82.0,3.0,2.6,IT,06/24/2020
612,charcas,23.13,-101.12,63.158,69.0,100.0,4.06,MX,06/24/2020
613,talakan,50.32,130.37,57.128000000000064,92.0,99.0,2.34,RU,06/24/2020
614,candolim,15.52,73.76,77.0,100.0,75.0,2.1,IN,06/24/2020
616,maltahohe,-24.83,16.98,46.958000000000006,51.0,0.0,2.31,NA,06/24/2020
617,winnemucca,40.97,-117.74,91.4,9.0,1.0,8.7,US,06/24/2020
618,batagay-alyta,67.8,130.41,82.11200000000005,23.0,30.0,2.21,RU,06/24/2020
619,pahalgam,34.03,75.33,62.94199999999999,54.0,66.0,1.13,IN,06/24/2020
620,kemijarvi,66.71,27.43,53.024000000000015,87.0,67.0,1.91,FI,06/24/2020
621,moranbah,-22.0,148.05,67.15400000000005,33.0,0.0,4.71,AU,06/24/2020
622,teguise,29.06,-13.56,73.4,69.0,90.0,6.2,ES,06/24/2020
